IP地址,数据中心,地区,城市,网络延迟
104.17.80.238,SJC,North America,San Jose,401 ms
108.162.192.95,SJC,North America,San Jose,401 ms
104.17.67.157,SJC,North America,San Jose,401 ms
198.41.198.63,SJC,North America,San Jose,401 ms
172.66.45.71,SJC,North America,San Jose,401 ms
172.66.1.230,SJC,North America,San Jose,401 ms
104.16.74.172,SJC,North America,San Jose,401 ms
172.64.92.83,SJC,North America,San Jose,402 ms
104.18.157.142,SJC,North America,San Jose,402 ms
104.17.158.151,SJC,North America,San Jose,402 ms
104.16.156.37,SJC,North America,San Jose,402 ms
104.16.78.151,SJC,North America,San Jose,402 ms
162.159.129.149,SJC,North America,San Jose,402 ms
198.41.199.96,SJC,North America,San Jose,402 ms
104.16.157.85,SJC,North America,San Jose,402 ms
172.66.44.21,SJC,North America,San Jose,402 ms
104.18.78.50,SJC,North America,San Jose,402 ms
198.41.215.84,SJC,North America,San Jose,403 ms
172.66.42.61,SJC,North America,San Jose,403 ms
104.19.236.225,SJC,North America,San Jose,403 ms
104.16.60.117,SJC,North America,San Jose,403 ms
104.18.200.78,SJC,North America,San Jose,403 ms
172.65.200.252,SJC,North America,San Jose,403 ms
104.18.240.5,SJC,North America,San Jose,403 ms
104.18.92.48,SJC,North America,San Jose,403 ms
104.17.13.115,SJC,North America,San Jose,403 ms
104.18.155.164,SJC,North America,San Jose,404 ms
172.64.35.54,SJC,North America,San Jose,404 ms
104.18.181.211,SJC,North America,San Jose,404 ms
104.17.16.160,SJC,North America,San Jose,404 ms
104.17.128.205,SJC,North America,San Jose,404 ms
104.16.135.104,SJC,North America,San Jose,404 ms
104.19.157.129,SJC,North America,San Jose,404 ms
104.16.31.247,SJC,North America,San Jose,404 ms
104.17.65.216,SJC,North America,San Jose,404 ms
104.17.52.229,SJC,North America,San Jose,404 ms
162.159.12.222,SJC,North America,San Jose,404 ms
104.18.176.99,SJC,North America,San Jose,405 ms
104.18.221.26,SJC,North America,San Jose,405 ms
104.17.170.152,SJC,North America,San Jose,405 ms
104.17.29.93,SJC,North America,San Jose,405 ms
104.17.34.163,SJC,North America,San Jose,405 ms
104.18.128.44,SJC,North America,San Jose,405 ms
104.16.183.244,SJC,North America,San Jose,405 ms
104.17.4.165,SJC,North America,San Jose,405 ms
104.18.34.226,SJC,North America,San Jose,405 ms
162.159.206.5,SJC,North America,San Jose,405 ms
104.16.53.70,SJC,North America,San Jose,405 ms
162.159.8.154,SJC,North America,San Jose,406 ms
198.41.200.253,SJC,North America,San Jose,406 ms
104.17.42.63,SJC,North America,San Jose,406 ms
104.19.37.117,SJC,North America,San Jose,406 ms
104.19.163.214,SJC,North America,San Jose,406 ms
104.16.15.124,SJC,North America,San Jose,406 ms
185.146.173.197,SJC,North America,San Jose,406 ms
104.19.174.53,SJC,North America,San Jose,406 ms
104.19.203.111,SJC,North America,San Jose,406 ms
104.16.187.225,SJC,North America,San Jose,406 ms
104.18.39.244,SJC,North America,San Jose,406 ms
104.18.10.248,SJC,North America,San Jose,406 ms
104.17.92.188,SJC,North America,San Jose,407 ms
104.16.55.56,SJC,North America,San Jose,407 ms
104.16.141.24,SJC,North America,San Jose,407 ms
104.19.171.78,SJC,North America,San Jose,407 ms
104.19.144.48,SJC,North America,San Jose,407 ms
104.17.31.177,SJC,North America,San Jose,407 ms
104.18.35.199,SJC,North America,San Jose,407 ms
162.159.32.93,SJC,North America,San Jose,407 ms
104.19.151.119,SJC,North America,San Jose,407 ms
104.17.59.21,SJC,North America,San Jose,407 ms
104.16.77.219,SJC,North America,San Jose,407 ms
104.16.89.149,SJC,North America,San Jose,407 ms
104.18.184.224,SJC,North America,San Jose,407 ms
162.159.128.36,SJC,North America,San Jose,407 ms
104.18.4.27,SJC,North America,San Jose,408 ms
104.17.156.94,SJC,North America,San Jose,408 ms
104.17.163.40,SJC,North America,San Jose,408 ms
162.251.82.13,SJC,North America,San Jose,408 ms
104.17.120.86,SJC,North America,San Jose,408 ms
104.18.239.61,SJC,North America,San Jose,408 ms
104.18.196.16,SJC,North America,San Jose,408 ms
162.159.140.75,SJC,North America,San Jose,408 ms
104.17.135.119,SJC,North America,San Jose,408 ms
104.17.7.161,SJC,North America,San Jose,408 ms
104.19.69.147,SJC,North America,San Jose,408 ms
104.19.239.186,SJC,North America,San Jose,408 ms
162.159.133.60,SJC,North America,San Jose,409 ms
104.18.1.182,SJC,North America,San Jose,409 ms
104.18.3.114,SJC,North America,San Jose,409 ms
104.19.221.239,SJC,North America,San Jose,409 ms
104.18.220.108,SJC,North America,San Jose,409 ms
104.18.41.255,SJC,North America,San Jose,409 ms
104.19.194.144,SJC,North America,San Jose,409 ms
104.18.233.225,SJC,North America,San Jose,409 ms
104.18.192.8,SJC,North America,San Jose,409 ms
104.16.12.2,SJC,North America,San Jose,409 ms
104.16.92.229,SJC,North America,San Jose,409 ms
104.18.8.20,SJC,North America,San Jose,409 ms
104.18.195.151,SJC,North America,San Jose,409 ms
104.17.1.84,SJC,North America,San Jose,409 ms
162.159.48.26,SJC,North America,San Jose,409 ms
162.159.49.159,SJC,North America,San Jose,409 ms
104.16.45.132,SJC,North America,San Jose,409 ms
104.18.178.24,SJC,North America,San Jose,410 ms
104.17.249.169,SJC,North America,San Jose,410 ms
104.18.37.76,SJC,North America,San Jose,410 ms
104.17.254.37,SJC,North America,San Jose,410 ms
104.17.56.159,SJC,North America,San Jose,410 ms
104.17.22.18,SJC,North America,San Jose,410 ms
104.17.109.199,SJC,North America,San Jose,410 ms
108.162.196.243,SJC,North America,San Jose,410 ms
172.64.231.95,SJC,North America,San Jose,411 ms
104.18.137.135,SJC,North America,San Jose,411 ms
162.159.25.53,SJC,North America,San Jose,411 ms
104.17.46.207,SJC,North America,San Jose,411 ms
104.19.235.183,SJC,North America,San Jose,411 ms
108.162.193.170,SJC,North America,San Jose,411 ms
104.16.5.119,SJC,North America,San Jose,411 ms
104.17.99.206,SJC,North America,San Jose,411 ms
198.41.209.167,SJC,North America,San Jose,411 ms
104.18.165.178,SJC,North America,San Jose,411 ms
104.18.76.118,SJC,North America,San Jose,411 ms
104.16.26.18,SJC,North America,San Jose,411 ms
104.19.198.50,SJC,North America,San Jose,411 ms
104.18.251.149,SJC,North America,San Jose,412 ms
104.18.190.196,SJC,North America,San Jose,412 ms
104.17.219.62,SJC,North America,San Jose,412 ms
198.41.214.228,SJC,North America,San Jose,412 ms
104.18.111.28,SJC,North America,San Jose,412 ms
104.16.237.227,SJC,North America,San Jose,412 ms
104.17.244.148,SJC,North America,San Jose,412 ms
104.19.228.79,SJC,North America,San Jose,412 ms
172.64.68.174,SJC,North America,San Jose,413 ms
172.64.91.71,SJC,North America,San Jose,413 ms
198.41.203.158,SJC,North America,San Jose,413 ms
104.19.159.178,SJC,North America,San Jose,413 ms
104.18.144.247,SJC,North America,San Jose,413 ms
104.16.93.49,SJC,North America,San Jose,413 ms
104.18.217.174,SJC,North America,San Jose,413 ms
198.41.217.104,SJC,North America,San Jose,413 ms
172.64.95.201,SJC,North America,San Jose,413 ms
172.64.94.74,SJC,North America,San Jose,413 ms
104.17.213.16,SJC,North America,San Jose,413 ms
104.18.226.164,SJC,North America,San Jose,414 ms
104.19.208.199,SJC,North America,San Jose,414 ms
104.19.153.164,SJC,North America,San Jose,414 ms
104.17.169.102,SJC,North America,San Jose,414 ms
104.17.51.214,SJC,North America,San Jose,414 ms
172.66.3.130,SJC,North America,San Jose,414 ms
104.19.89.244,SJC,North America,San Jose,415 ms
104.19.180.79,SJC,North America,San Jose,415 ms
104.17.134.180,SJC,North America,San Jose,415 ms
104.17.6.80,SJC,North America,San Jose,415 ms
104.18.227.91,SJC,North America,San Jose,415 ms
104.19.183.125,SJC,North America,San Jose,416 ms
104.18.104.65,SJC,North America,San Jose,416 ms
104.17.33.25,SJC,North America,San Jose,416 ms
104.18.129.166,SJC,North America,San Jose,416 ms
104.18.44.190,SJC,North America,San Jose,416 ms
104.18.103.212,SJC,North America,San Jose,416 ms
104.17.221.4,SJC,North America,San Jose,416 ms
104.18.198.230,SJC,North America,San Jose,416 ms
198.41.195.73,SJC,North America,San Jose,416 ms
162.159.60.176,SJC,North America,San Jose,417 ms
104.18.219.190,SJC,North America,San Jose,417 ms
198.41.208.62,SJC,North America,San Jose,417 ms
172.64.145.238,SJC,North America,San Jose,417 ms
172.64.42.188,SJC,North America,San Jose,417 ms
104.17.64.224,SJC,North America,San Jose,417 ms
104.16.151.88,SJC,North America,San Jose,417 ms
104.18.70.164,SJC,North America,San Jose,417 ms
104.17.105.158,SJC,North America,San Jose,418 ms
104.18.179.127,SJC,North America,San Jose,418 ms
104.17.36.22,SJC,North America,San Jose,418 ms
198.41.193.47,SJC,North America,San Jose,418 ms
104.16.194.183,SJC,North America,San Jose,418 ms
104.17.83.138,SJC,North America,San Jose,418 ms
172.64.144.72,SJC,North America,San Jose,418 ms
172.64.148.69,SJC,North America,San Jose,418 ms
162.159.134.254,SJC,North America,San Jose,418 ms
104.18.72.189,SJC,North America,San Jose,419 ms
104.16.20.202,SJC,North America,San Jose,419 ms
104.19.160.88,SJC,North America,San Jose,419 ms
104.18.58.135,SJC,North America,San Jose,419 ms
104.18.105.234,SJC,North America,San Jose,419 ms
104.16.174.227,SJC,North America,San Jose,419 ms
172.64.88.22,SJC,North America,San Jose,419 ms
104.18.123.132,SJC,North America,San Jose,419 ms
104.18.203.67,SJC,North America,San Jose,419 ms
104.18.82.158,SJC,North America,San Jose,419 ms
104.17.211.2,SJC,North America,San Jose,419 ms
162.159.137.47,SJC,North America,San Jose,419 ms
104.18.236.87,SJC,North America,San Jose,419 ms
104.17.146.131,SJC,North America,San Jose,419 ms
104.16.133.99,SJC,North America,San Jose,419 ms
172.64.87.203,SJC,North America,San Jose,419 ms
190.93.246.197,SJC,North America,San Jose,419 ms
172.65.238.210,SJC,North America,San Jose,420 ms
104.17.90.217,SJC,North America,San Jose,420 ms
162.159.239.151,SJC,North America,San Jose,420 ms
104.17.235.33,SJC,North America,San Jose,420 ms
104.18.74.8,SJC,North America,San Jose,420 ms
172.66.40.179,SJC,North America,San Jose,420 ms
104.16.239.10,SJC,North America,San Jose,420 ms
104.16.72.98,SJC,North America,San Jose,421 ms
104.16.94.119,SJC,North America,San Jose,421 ms
104.18.229.122,SJC,North America,San Jose,421 ms
1.0.0.98,SJC,North America,San Jose,421 ms
104.16.79.30,SJC,North America,San Jose,421 ms
104.19.178.221,SJC,North America,San Jose,421 ms
141.101.114.37,SJC,North America,San Jose,421 ms
104.16.61.132,SJC,North America,San Jose,421 ms
104.16.43.155,SJC,North America,San Jose,421 ms
104.16.182.42,SJC,North America,San Jose,421 ms
198.41.207.80,SJC,North America,San Jose,422 ms
104.18.167.193,SJC,North America,San Jose,422 ms
104.16.44.117,SJC,North America,San Jose,422 ms
104.16.216.190,SJC,North America,San Jose,422 ms
104.18.172.229,SJC,North America,San Jose,422 ms
104.17.143.184,SJC,North America,San Jose,422 ms
104.16.80.71,SJC,North America,San Jose,422 ms
104.16.97.118,SJC,North America,San Jose,423 ms
104.19.67.42,SJC,North America,San Jose,423 ms
104.18.148.95,SJC,North America,San Jose,423 ms
172.64.52.225,SJC,North America,San Jose,423 ms
104.16.202.188,SJC,North America,San Jose,424 ms
104.17.94.116,SJC,North America,San Jose,424 ms
104.18.79.227,SJC,North America,San Jose,424 ms
162.159.21.44,SJC,North America,San Jose,424 ms
104.17.71.121,SJC,North America,San Jose,424 ms
104.17.251.149,SJC,North America,San Jose,424 ms
162.159.19.206,SJC,North America,San Jose,424 ms
104.19.202.177,SJC,North America,San Jose,424 ms
104.18.249.148,SJC,North America,San Jose,424 ms
104.18.109.246,SJC,North America,San Jose,425 ms
104.18.12.43,SJC,North America,San Jose,425 ms
104.16.139.192,SJC,North America,San Jose,425 ms
104.17.239.21,SJC,North America,San Jose,425 ms
104.18.118.226,SJC,North America,San Jose,425 ms
104.18.252.118,SJC,North America,San Jose,426 ms
104.18.242.145,SJC,North America,San Jose,426 ms
104.18.134.215,SJC,North America,San Jose,426 ms
172.64.81.26,SJC,North America,San Jose,426 ms
104.16.253.59,SJC,North America,San Jose,426 ms
104.17.242.210,SJC,North America,San Jose,426 ms
104.17.153.219,SJC,North America,San Jose,427 ms
104.17.209.21,SJC,North America,San Jose,427 ms
104.16.13.104,SJC,North America,San Jose,427 ms
104.17.84.42,SJC,North America,San Jose,428 ms
104.17.245.3,SJC,North America,San Jose,428 ms
104.18.160.246,SJC,North America,San Jose,428 ms
104.17.212.70,SJC,North America,San Jose,428 ms
104.17.40.208,SJC,North America,San Jose,428 ms
104.18.234.141,SJC,North America,San Jose,428 ms
104.16.8.14,SJC,North America,San Jose,429 ms
104.18.107.219,SJC,North America,San Jose,429 ms
104.19.79.74,SJC,North America,San Jose,429 ms
104.18.166.58,SJC,North America,San Jose,429 ms
104.17.222.228,SJC,North America,San Jose,430 ms
162.159.3.53,SJC,North America,San Jose,430 ms
104.18.101.129,SJC,North America,San Jose,430 ms
104.18.207.26,SJC,North America,San Jose,430 ms
104.19.179.122,SJC,North America,San Jose,430 ms
104.17.224.246,SJC,North America,San Jose,430 ms
104.17.200.173,SJC,North America,San Jose,430 ms
104.19.48.172,SJC,North America,San Jose,430 ms
104.16.3.180,SJC,North America,San Jose,431 ms
104.17.201.156,SJC,North America,San Jose,431 ms
104.19.242.154,SJC,North America,San Jose,431 ms
104.17.248.4,SJC,North America,San Jose,431 ms
104.18.159.48,SJC,North America,San Jose,431 ms
104.18.91.163,SJC,North America,San Jose,431 ms
104.18.210.72,SJC,North America,San Jose,432 ms
104.17.250.171,SJC,North America,San Jose,432 ms
162.159.46.111,SJC,North America,San Jose,432 ms
104.17.149.148,SJC,North America,San Jose,432 ms
104.18.241.161,SJC,North America,San Jose,432 ms
198.41.221.214,SJC,North America,San Jose,433 ms
104.19.114.43,SJC,North America,San Jose,433 ms
104.18.97.107,SJC,North America,San Jose,433 ms
104.17.240.35,SJC,North America,San Jose,434 ms
172.64.32.60,SJC,North America,San Jose,434 ms
104.17.172.249,SJC,North America,San Jose,434 ms
104.18.152.149,SJC,North America,San Jose,434 ms
104.17.226.166,SJC,North America,San Jose,435 ms
104.18.95.63,SJC,North America,San Jose,435 ms
104.17.227.165,SJC,North America,San Jose,435 ms
104.19.117.21,SJC,North America,San Jose,436 ms
104.19.103.130,SJC,North America,San Jose,436 ms
104.16.242.57,SJC,North America,San Jose,436 ms
104.16.241.70,SJC,North America,San Jose,436 ms
104.16.111.39,SJC,North America,San Jose,436 ms
104.18.135.91,SJC,North America,San Jose,437 ms
104.16.146.170,SJC,North America,San Jose,438 ms
104.17.230.90,SJC,North America,San Jose,438 ms
104.17.186.112,SJC,North America,San Jose,439 ms
104.17.44.81,SJC,North America,San Jose,439 ms
172.65.254.218,CDG,Europe,Paris,439 ms
162.159.194.10,SJC,North America,San Jose,439 ms
190.93.244.54,SJC,North America,San Jose,440 ms
190.93.245.47,SJC,North America,San Jose,440 ms
104.18.173.245,SJC,North America,San Jose,442 ms
104.18.0.226,SJC,North America,San Jose,444 ms
162.159.136.123,SJC,North America,San Jose,444 ms
104.19.255.128,SJC,North America,San Jose,445 ms
104.17.215.222,SJC,North America,San Jose,446 ms
104.18.7.222,SJC,North America,San Jose,446 ms
104.16.238.76,SJC,North America,San Jose,447 ms
104.18.209.11,SJC,North America,San Jose,447 ms
104.19.87.63,SJC,North America,San Jose,449 ms
104.17.237.22,SJC,North America,San Jose,449 ms
104.17.193.166,SJC,North America,San Jose,449 ms
104.19.56.116,SJC,North America,San Jose,452 ms
104.19.30.85,SJC,North America,San Jose,454 ms
104.19.196.82,SJC,North America,San Jose,455 ms
104.19.120.176,SJC,North America,San Jose,455 ms
104.17.142.80,SJC,North America,San Jose,456 ms
104.19.46.200,SJC,North America,San Jose,457 ms
104.16.245.208,SJC,North America,San Jose,459 ms
104.18.80.36,SJC,North America,San Jose,465 ms
104.19.57.241,SJC,North America,San Jose,469 ms
104.19.28.122,SJC,North America,San Jose,472 ms
104.19.12.12,SJC,North America,San Jose,476 ms
104.19.5.176,SJC,North America,San Jose,483 ms
104.19.2.150,SJC,North America,San Jose,483 ms
104.19.1.71,SJC,North America,San Jose,485 ms
104.19.77.252,SJC,North America,San Jose,487 ms
104.19.22.66,SJC,North America,San Jose,489 ms
104.19.122.64,SJC,North America,San Jose,490 ms
104.19.75.100,SJC,North America,San Jose,491 ms
104.19.62.232,SJC,North America,San Jose,495 ms
104.19.112.15,SJC,North America,San Jose,498 ms
104.19.45.255,SJC,North America,San Jose,498 ms
104.19.83.148,SJC,North America,San Jose,499 ms
104.19.36.109,SJC,North America,San Jose,499 ms
104.19.66.12,SJC,North America,San Jose,507 ms
104.19.110.178,SJC,North America,San Jose,512 ms
104.19.61.162,SJC,North America,San Jose,527 ms
104.19.78.211,SJC,North America,San Jose,528 ms
104.19.108.23,SJC,North America,San Jose,530 ms
104.19.96.56,SJC,North America,San Jose,531 ms
104.19.55.58,SJC,North America,San Jose,534 ms
104.19.16.87,SJC,North America,San Jose,542 ms
104.19.13.228,SJC,North America,San Jose,548 ms
104.19.63.12,SJC,North America,San Jose,549 ms
104.19.136.90,SJC,North America,San Jose,550 ms
104.19.109.158,SJC,North America,San Jose,560 ms
104.19.4.231,SJC,North America,San Jose,562 ms
104.19.6.135,SJC,North America,San Jose,583 ms
104.19.26.77,SJC,North America,San Jose,588 ms
104.19.85.70,SJC,North America,San Jose,616 ms
104.19.9.134,SJC,North America,San Jose,620 ms
104.19.86.230,SJC,North America,San Jose,633 ms
104.19.94.111,SJC,North America,San Jose,634 ms
104.19.102.155,SJC,North America,San Jose,639 ms
104.19.15.108,SJC,North America,San Jose,645 ms
104.19.42.149,SJC,North America,San Jose,649 ms
104.19.97.158,SJC,North America,San Jose,659 ms
104.19.93.64,SJC,North America,San Jose,660 ms
104.19.25.228,SJC,North America,San Jose,661 ms
104.19.32.212,SJC,North America,San Jose,663 ms
104.19.99.68,SJC,North America,San Jose,677 ms
104.19.119.110,SJC,North America,San Jose,685 ms
104.19.71.172,SJC,North America,San Jose,693 ms
104.19.81.73,SJC,North America,San Jose,697 ms
104.19.51.54,SJC,North America,San Jose,700 ms
104.19.70.128,SJC,North America,San Jose,711 ms
104.19.132.251,SJC,North America,San Jose,712 ms
104.19.91.98,SJC,North America,San Jose,713 ms
104.19.8.247,SJC,North America,San Jose,720 ms
104.19.58.89,SJC,North America,San Jose,723 ms
104.19.14.57,SJC,North America,San Jose,723 ms
104.19.80.215,SJC,North America,San Jose,725 ms
104.19.23.51,SJC,North America,San Jose,737 ms
104.19.3.51,SJC,North America,San Jose,738 ms
104.19.49.110,SJC,North America,San Jose,739 ms
104.19.72.228,SJC,North America,San Jose,747 ms
104.19.27.4,SJC,North America,San Jose,753 ms
104.19.101.195,SJC,North America,San Jose,766 ms
104.19.17.74,SJC,North America,San Jose,793 ms
104.18.60.176,SJC,North America,San Jose,833 ms
104.18.52.99,SJC,North America,San Jose,999 ms
